 ,hi,en
ws2301,og fdlh ds lkFk ckr dj jgk gS,He is talking with someone
ws2302,yack] pkSM+k da/kk okyk vkneh,"A tall, broad-shouldered man"
ws2303,ckFk:e ds uy ls ikuh BaMk FkkA,The water from the bathroom tap was cold.
ws2304,"gokbZ vìk VfeZuy ,d ce dk y{; Fkk",The airport terminal was the target of a bomb
ws2305,"vkidks ;g dk;Z iwjk djuk pkfg,",You should complete this task
ws2306," 'kjkc esa ,d Lokfn""V Lokn Fkk",The wine had a fruity taste
ws2307,"ikBd ds /;ku ij ,d Hkkjh dj",A heavy tax on the reader's attention
ws2308,"og pwYgs ij i‚id‚uZ cuk jgk Fkk vkSj pk; ds fy, ikuh mcky jgk FkkA",He was making popcorn on the stove and boiling water for tea.
ws2309,mlus mls i<+uk fl[kk;k,She taught him to read
ws2310,"og ,d foKku f'k{kd gSa",He'S a science teacher
ws2311,"mldh vkokt VwV xbZ vkSj ,d vkalw mlds psgjs ls uhps fxj x;kA",Her voice broke and a tear slid down her face.
ws2312,",d egRoiw.kZ rduhdh miyfC/k",An important technical achievement
ws2313,;g m|ksx dh ubZ rduhd ij iSlk [kpZ djus dh {kerk dks de djsxk,It will reduce the industry's ability to spend money on new technology
ws2314,"fd'kksjh us iqfyl dks lk{; fn,",The teen gave the evidence to police
ws2315,fd'kksjh Hkkx xbZ,The teenager ran away
ws2316,mUgksaus viuh iRuh dks 9-30 cts Qksu fd;k,He telephoned his wife at 9.3
ws2317,D;k vki VsfyLdksi cukus dh fof/k tkurs gSa,Do you know the method of constructing a telescope
ws2318,gj dksbZ cM+k Vsyhfotu ilan djrk gS,Everyone likes big television
ws2319,eSaus mlls dgk rqe vk jgs Fks,I told her you were coming
ws2320,igys rkieku dks ekisa,First measure the temperature
ws2321,"eSa ,d vLFkk;h ukSdjh ij dke ugha dj ldrk",I can not work on a temporary job
ws2322,"og fiNys nl o""kksaZ ls dke dj jgk gS",He is working from the last ten years
ws2323,"Nk=ksa ds fy,] 'kke dks lkewghdj.k djus dh ço`fÙk gS","For students, there is a tendency to socialize in the evenings"
ws2324,iSjk'kwV ds fxjrs gh dscy ruko esa jgrk gS,The parachute keeps the cable under tension as it drops
ws2325,";g ,d Hk;kud vijk/k gS",It is a terrible crime
ws2326,"ljdkj vius {ks= ij ijek.kq gfFk;kj NksM+us ds fy, rS;kj Fkh",The government was prepared to give up the nuclear weapons on its territory
ws2327,"yksx ng'kr esa Hkkx x,",People fled in terror
ws2328,"mUgsa vkradokn ds —R;ksa ds fy, fxj¶rkj fd;k x;k gSA",They have been arrested for acts of terrorism.
ws2329,"eq>s yxk fd ;g ,d vkradoknh geyk gks ldrk gSA",I thought it might be a terrorist attack.
ws2330,ijh{k.k ds nkSjku fdlh Hkh /kks[kk/kM+h dh vuqefr ugha gS,No cheating is allowed during the test
ws2331,mlus vius gh lsukifr ds f[kykQ xokgh nh,He testified against his own commander
ws2332,",d etcwr ekeyk] bl –f""Vdks.k ds vuqlkj] ,d çR;{kn'khZ dh xokgh 'kkfey gSA","A strong case, according to this view, includes the testimony of an eyewitness."
ws2333,og vius HkkbZ ls cgqr NksVk Fkk,He was much smaller than his son
ws2334,"eSd us mls Hkkstu ds fy, /kU;okn fn;k",Mac thanked her for the meal
ws2335,"mlus dgk fd og larq""V Fkh",She said that she was satisfied
ws2336,mUgksaus vius nkarksa dks cz'k fd;k,They brushed their teeth
ws2337,mUgsa ;g er fn[kkvks,Don'T show it to them
ws2338,[kqn dh ns[kHkky djus esa vleFkZ ns'k,Countries unable to look after themselves
ws2339,eSa rc dkfgjk esa jg jgk Fkk,I was living in Cairo then
ws2340,MkfoZu ds fodklokn dk fl)kar,Darwin'S theory of evolution
ws2341,",aVhck;ksfVd fpfdRlk dk ,d dkslZ",A course of antibiotic therapy
ws2342,"ge isfjl x, vkSj ogka X;kjg fnu jgs",We went on to Paris and stayed there eleven days
ws2343,"og ?kk;y gks x;k vkSj blfy, [ksyus esa vleFkZ Fkk",He was injured and therefore unable to play
ws2344,;s ogh loky eq>ls lkS ckj iwNs tk pqds gSa,These same questions have been asked me a hundred times
ws2345,fdlh ls iwNsa fd D;k os enn dj ldrs gSa,Ask someone if they could help
ws2346,"mlus ns[kk fd ,d O;fä eksVs dacy esa fyiVk ,d caMy ys tk jgk gSA",She saw a man carrying a bundle wrapped in thick blankets.
ws2347,jksVh ds irys VqdM+s,Thin slices of bread
ws2348,mlus igyh ckr ;g dgh tks mlds flj esa vk xbZ,She said the first thing that came into her head
ws2349,mlus lkspk fd fQj ls dqN ugha gksxk,She thought that nothing would be the same again
ws2350,eSa rhl ;k pkyhl lky igys ogk¡ x;k Fkk,I went there thirty or forty years ago
ws2351,D;k ;g vkidk cSx gS\,Is this your bag?
ws2352,eq>s oks twrs ;kn gSa,I remember those shoes
ws2353,og varr% vk x;k] gkykafd cgqr nsj gks pqdh Fkh,"He eventually arrived, though he was very late"
ws2354,esjk çkjafHkd fopkj fjVk;j gksus dk Fkk,My initial thought was to retire
ws2355,eSaus bldh dYiuk gtkj ckj dh gS,I have imagined it a thousand times
ws2356,mlds ifjokj ds lnL;ksa dks tku ls ekjus dh /kedh feyh gS,Members of her family have received death threats
ws2357,";wfu;uksa us ,d vke gM+rky dh /kedh nh",The unions threatened a general strike
ws2358,"lqcg ds rhu cts gq,",It happened at three in the morning
ws2359,mlus vius gkFk dks viuh xnZu vkSj xys ds uhps rd tkus fn;kA,He allowed his hand to trail down her neck and across her throat.
ws2360,cl iqy ls gksdj tkrh gS,The bus goes through the bridge
ws2361,eSaus f[kM+dh ls bZaV Qsadh,I threw a brick through the window
ws2362,"mlus vius :eky dks ,d rax xk¡B esa ?kqek;k",She twisted her handkerchief into a tight knot
ws2363,;g le; blds ckjs esa dqN djus dk gS,This is the time to do something about it
ws2364,"D;k vkius ,d NksVh fpfM+;ksa dks ns[kk gS",Have you seen a tiny hummingbird
ws2365,eq>s cgqr Fkdku eglwl gks jgh gS,I am feeling very tired
ws2366,"iqLrd dk 'kh""kZd D;k gS",What is the title of the book
ws2367,mUgksaus tku ds ppsjs HkkbZ ls 'kknh dh gS,He is married to Jan's cousin
ws2368,16 lky ls de mez ds O;fä dks rackdw cspuk xSjdkuwuh gS,It is illegal to sell tobacco to someone under 16
ws2369,vkt vkjke dk fnu gS,Today is a day of rest
ws2370,"mlus ,d rst iRFkj ij vius iSj dh vaxqyh dkV yh",He cut his toe on a sharp stone
ws2371,"eq>s yxrk gS fd ge ,d lkFk dke ugha dj ldrs",I think we can not work together
ws2372,eSa VekVj vkSj I;kt ds lkFk lykn cukrk gwa,I make salad with tomato and onions
ws2373,"dy ,d fo'ks""k fnu gksus tk jgk gS",Tomorrow is going to be a special day
ws2374,"rhu ls pkj ?kaVs rd BaMs ikuh esa thHk fHkxks,¡A",Soak tongue in cold running water for three to four hours.
ws2375,D;k vki vkt jkr dks dqN dj jgs gSa\,Are you doing anything tonight?
ws2376,og cgqr rst xkM+h pyk jgk Fkk,He was driving too fast
ws2377,"dqN ckxokuh midj.k yk,a",Bring some gardening tools
ws2378,",yhu lhf<+;ksa ds Åij [kM+h Fkh",Eileen stood at the top of the stairs
ws2379,"os vkids lkFk fo""k; ij ppkZ djsaxs",They'Ll discuss the topic with you
ws2380,"mUgksaus dqy rSarhl vad cuk,",He scored a total of thirty-three points
ws2381,"vkx ls bekjr iwjh rjg ls u""V gks xbZ",The building was totally destroyed by the fire
ws2382,eSa bl tgjhyh lkexzh dks ugha Nw ldrk,I can't touch this poisonous material
ws2383,og l[r] oQknkj vkSj lqanj FkhA,"She was tough, loyal, and beautiful."
ws2384,mlus Ýkal dk nkSjk djus dk QSlyk fd;k,He decided to tour France
ws2385,;g i;ZVdksa ds Hkkjr vkus dk le; gSA,This is the time for the tourist to visit India.
ws2386,"og VwukZesaV esa loZJs""B eqDdsckt FksA",He was the best boxer in the tournament.
ws2387,eSa lkeus ds njokts dh vksj py fn;k,I walked toward the front door
ws2388,og 'kgj pyk x;k gS,He has moved to town
ws2389,eq>s f[kykSus ilan gSa,I like toys
ws2390,ge mldk irk ugha yxk ldrs,We can't trace him
ws2391,fuekZ.k O;kikj dh cqfu;knh ckrsa,The fundamentals of the construction trade
ws2392,os ijaijk dks tkjh j[k jgs gSa,They'Re continuing the tradition
ws2393,og pkgrk Fkk fd og ?kj esa jgs vkSj ikjaifjd iRuh gksA,He wanted her to stay home and be the traditional wife.
ws2394,",d =klnh ftlesa 95 yksx ekjs x,",A tragedy that killed 95 people
ws2395,?kkl ij [kwu dk fu'kku,A trail of blood on the grass
ws2396,vkidks dM+h çf'k{k.k esa tkuk gksxk,You'Ll have to go into strict training
ws2397,xjhc ns'kksa dks /ku dk gLrkarj.k,A transfer of wealth to the poorer nations
ws2398,ystj us dkfMZ;d ltZjh dks cny fn;k gS,Lasers have transformed cardiac surgery
ws2399,"?kj ls d‚yst thou ds fy, laØe.k vDlj ;qok yksxksa ds fy, eqf'dy gksrk gSA",The transition from home to college life is often difficult for young people.
ws2400,teZu ewy dk vaxzsth esa vuqokn fd;k x;k gS,The German original has been translated into English
ws2401,"mUgsa vius eky ds ifjogu ds fy, Vªdksa dh vko';drk gksrh gS",They need trucks to transport their goods
ws2402,"esjs ikl ,d ukSdjh gS ftlesa cgqr lkjh ;k=k 'kkfey gS",I have a job that involves a lot of travel
ws2403,mls ogka cgqr vPNk bykt feyk,She got very good treatment there
ws2404,"gesa vf/kd ls vf/kd isM+ yxkus pkfg,",We should plant more tree
ws2405,isuh us tcjnLr le; fn;k,Penny put in a tremendous amount of time
ws2406,lHkh chtksa dks fofHkUu çdkj dh c<+rh ifjfLFkfr;ksa esa lko/kkuhiwoZd ijh{k.k fd;k tkrk gS,All seeds are carefully trialed in a variety of growing conditions
ws2407,"leku tutkfr ;k {ks= ds yksxksa ds fy, i{kikr lkekU; gSA",Favoritism for those from the same tribe or region is common.
ws2408,"bl leL;k dks gy djus ds fy, esjs ikl ,d pky gS",I have a trick to solve this problem
ws2409,"lSyh ,d Ldwy fVªi ij xbZ gS",Sally has gone on a school trip
ws2410,"laxhrdkjksa dh ,d Vksyh",A troop of musicians
ws2411,og eqf'dy esa gS,She is in trouble
ws2412,";g okLro esa ,d peRdkj gS",This is truly a miracle
ws2413,fj'rksa dks fo'okl ij cuk;k tkuk gS,Relations have to be built on trust
ws2414,mls vius vkjksi dh lPpkbZ dks Lohdkj djuk iM+k,He had to accept the truth of her accusation
ws2415,"feVjSaZM dks vius rhljs ç;kl esa jk""Vªifr pquk x;k Fkk",Mitterrand was elected president on his third try
ws2416,ubZ lM+dksa vkSj lqjaxksa dk fuekZ.k fd;k x;k gS,New roads and tunnels have been built
ws2417,mlds cksyus dh ckjh Fkh,It was his turn to speak
ws2418,mldh nks ckj 'kknh gks pqdh Fkh,She had been married twice
ws2419,mlus tqM+oka yM+dksa dks tUe fn;k,She gave birth to twin boys
ws2420,mlus lkspk fd og cnlwjr vkSj eksVk Fkk,She thought she was ugly and fat
ws2421,"mudk vafre mís'; muds bLrhQs ds fy, etcwj djuk Fkk",Their ultimate aim was to force his resignation
ws2422,og vius vk'p;Z dks fNikus esa vleFkZ Fkh,She was unable to conceal her surprise
ws2423,eSa dy vius pkpk ls feyk,I met my uncle yesterday
ws2424,og isM+ ds uhps lks jgk Fkk,He was sleeping under the tree
ws2425,eSa le>rk gwa fd vki dyk fo|ky; esa gSa,I understand you're at art school
ws2426,nqHkkZX; ls] gekjs ikl çR;sd vkosnd dk lk{kkRdkj djus dk le; ugha gS,"Unfortunately, we do not have the time to interview every applicant"
ws2427,mldh dkyh onhZ lkQ Fkh vkSj mldk bartkj dj jgh Fkh,Her black uniform was clean and waiting for her
ws2428,"jk""Vªh; fdlku la?k",The National Farmers' Union
ws2429,mudh jlksbZ vf}rh; gS,Their kitchen is unique
ws2430,e`R;q lcls lkoZHkkSfed vuqHko laHko gS,Death is the most universal experience possible
ws2431,esjk viuk NksVk czãkaM,My own little universe
ws2432,mudh csVh fo'ofo|ky; esa gS,His daughter is at university
ws2433,";g iqLrd ,d vKkr dykdkj }kjk fy[kh xbZ gS",This book is written by an unknown artist
ws2434,tc rd dqN Hk;kud ugha gqvk] os lc ogk¡ ugha gksaxsA,They wouldn't all be there unless something terrible had happened.
ws2435,tqM+ok¡ gksus ds ckotwn os fcydqy foijhr yx jgs Fks,"They seemed utterly unlike, despite being twins"
ws2436,"gesa ;g Li""Vhdj.k rhu dkj.kksa ls vlaHko yxrk gSA",We find this explanation unlikely for three reasons.
ws2437,"vigj.kdrkZvksa us nLrkost nsus ds fy, gesa 11 vDVwcj rd dk le; fn;k gS",The kidnappers have given us until October 11th to deliver the documents
ws2438,ljdkj us vius jktnwr dks ?kj cqykus dk vlkekU; dne mBk;k gS,The government has taken the unusual step of calling home its ambassador
ws2439,eq> ij n;k djks,Have mercy upon me
ws2440,os bekjr dh Åijh eafty ij Fks,They were on the upper floor of the building
ws2441,",d ikVhZ tks 'kgjh laxhr esa loZJs""B lqfo/kk,¡ is'k djrh gS",A party that features the best in urban music
ws2442,cnyk ysus dk vkxzg,The urge for revenge
ws2443,"gesa vius fopkj crk,a",Let us know your thoughts
ws2444,D;k eSa vkids Qksu dk mi;ksx dj ldrk gwa,Can i use your phone please
ws2445,",fLifju fljnnZ ds fy, mi;ksxh gS",Aspirin is useful for headaches
ws2446,"og vkerkSj ij ,d cts ?kj vkrk gS",He usually arrives home about one o'clock
ws2447,"muds ikl iqLrd lh[kus dh mi;ksfxrk ds ckjs esa ,d [kjkc jk; Fkh",He had a poor opinion of the utility of book learning
ws2448,"mUgksaus Ýkal ds nf{k.k esa ,d Nqêh yh",He took a vacation in the south of France
ws2449,"os iwjh rjg ls igkM+ksa ls f?kjh ,d xgjh ?kkVh esa FksA",They were in a deep valley completely surrounded by mountains.
ws2450,vius lHkh dherh lkeku gksVy esa lqjf{kr j[k nsa,Put all your valuables in the hotel safe
ws2451,vkidk leFkZu cgqr ewY; dk gS,Your support is of great value
ws2452,vLirky ds Hkkstu dh xq.koÙkk vR;f/kd ifjorZu'khy gS,The quality of hospital food is highly variable
ws2453,?kj dh dherksa esa {ks=h; ifjorZu,Regional variations in house prices
ws2454,;g fofo/krk gS tks esjs dke dks bruk lq[kn cukrh gS,It'S the variety that makes my job so enjoyable
ws2455,fofHkUu jaxksa ds diM+s,Dresses of various colors
ws2456,?kjksa dh dher esa fHkUurk gS,The houses vary in price
ws2457,"HkSal ?kkl dk ,d fo'kky eSnku",A vast plain of buffalo grass
ws2458,",d ouLifr m|ku",A vegetable garden
ws2459,"gesa dqN okgu pkfg,",We need some vehicle
ws2460,crZu esa rjy ikuh vkSj xSl gSA,The vessel contains liquid water and gas.
ws2461,"u, f[kykfM+;ksa us eSnku esa fnXxtksa dks dM+h VDdj nh gSA",The new players have provided tough competition to the veterans in the field.
ws2462,"os rqdhZ gksrs gq, ;wjksi vk,",They came to Europe via Turkey
ws2463,"og ,d ihfM+r gS",He is a victim
ws2464,",d pqukoh thr",An election victory
ws2465,lqjax dk var ns[kus esa vk;k,The end of the tunnel came into view
ws2466,eSa xk¡o esa jgrk gw¡,I live in village
ws2467,mUgksaus Ldwy dh 'krksaZ dk mYya?ku fd;k,They violated the terms of school
ws2468,dqN 'kkjhfjd fgalk gqbZ Fkh,There had been some physical violence
ws2469,"/kS;Z ,d xq.k gS",Patience is a virtue
ws2470,ppZ dk f'k[kj ehyksa nwj ls fn[kkbZ nsrk gS,The church spire is visible from miles away
ws2471,"mldh nks""kiw.kZ –f""V Fkh",She had defective vision
ws2472,"mlds ikl ,d –'; gkfu gS",He has a visual impairment
ws2473,xksiuh;rk dk egRo gS,Secrecy is of vital importance
ws2474,esx us vkokt mBkbZ,Meg raised her voice
ws2475,"mUgksaus ukSdjh ds fy, Lo;a lsok dh",He volunteered for the job
ws2476,"ge csgrj etnwjh ikus ds fy, la?k""kZ dj jgs Fks",We were struggling to get better wages
ws2477,"gesa ,d yack bartkj Fkk",We had a long wait
ws2478,og tYnh mBrh gS,She wakes up early
ws2479,og Vgyus fudy x;k,He went out for a walk
ws2480,",d cxhps dh nhokj",A garden wall
ws2481,og ladjh xfy;ksa ls gksdj HkVd x;k,He wandered aimlessly through the narrow streets
ws2482,"eq>s FkksM+k ikuh pkfg,",I want some water
ws2483,;q) dksbZ [ksy ugha gS,War is not a game
ws2484,"vius gkFk dks xeZ ikuh ls /kks,a",Wash your hand with warm water
ws2485,mlds firk us mls psrkouh nh Fkh fd D;k gks ldrk gS,His father had warned him of what might happen
ws2486,"vius diMs /kks,",Wash your clothes
ws2487,"lqfuf'pr djsa fd vif'k""V inkFkksaZ dks ftEesnkjh ls fuiVk;k tk,",Ensure that waste materials are disposed of responsibly
ws2488,"mlus ,d ubZ ?kM+h [kjhnh",She purchased a new watch
ws2489,leL;k dks gy djus dk lgh rjhdk [kkstsa,Find right way to solve problem
ws2490,ge dqN ugha dj ldrs,We can not do anything
ws2491,og ¶yw ls mcj jgh Fkh vkSj cgqr detksj Fkh,She was recovering from the flu and was very weak
ws2492,"mUgksaus vius /ku dk bLrseky vf/kdkfj;ksa dks fj'or nsus ds fy, fd;k",He used his wealth to bribe officials
ws2493,ijek.kq gfFk;kj,Nuclear weapons
ws2494," 'kke dks iguus ds fy, dqN u, V‚i",Some new tops for wear in the evening
ws2495,vxj ekSle vPNk gS] rks ge Vgyus tk ldrs gSa,"If the weather's good, we can go for a walk"
ws2496, 'kknh dk fjlsI'ku,Wedding reception
ws2497,ikBîØe lksyg lIrkg rd jgrk gS,The course lasts sixteen weeks
ws2498,ftl fnu vki vkgkj 'kq: djrs gSa mlh fnu viuk otu djsa,Weigh yourself on the day you begin the diet
ws2499,"gesa lekt ds dY;k.k ds fy, ,slk djuk pkfg,",We should do this for the welfare of the society
ws2500,iwjh Vhe us vPNk [ksyk,The whole team played well
ws2501,mlus viuk psgjk if'pe esa ?kqek;k vkSj lw;kZLr ns[kk,He turns his face in the west and watched the sunset
ws2502,"mlus ihNk fd;k] xhyh pêku ij fQlyrs gq,","She followed, slipping on the wet rock"
ws2503,tks Hkh rqEgsa ilan gS djks,Do whatever you like
ws2504,"eq>s ,d vfrfjä ifg;k pkfg,",I need one extra wheel
ws2505,tc Hkh vkidks t:jr gks vki enn ekax ldrs gSa,You can ask for help whenever you need it
ws2506,vki bl ekeys dks gYds esa ysrs gSa] tcfd eSa [kqn dHkh T;knk xaHkhj ugha Fkk,"You treat the matter lightly, whereas I myself was never more serious"
ws2507,mls yx jgk Fkk fd tkuk gS ;k ugha,He seemed undecided whether to go or stay
ws2508,tc og nwj Fkk rc cgqr dqN ugha cnyk,Nothing much changes while he was away
ws2509,og D;ksa QqlQqlk jgk gS,Why is she whispering
ws2510,mUgksaus iwjk fnu ?kweus esa fcrk;k,He spent the whole day walking
ws2511,mlus fdlls 'kknh dh\,Whom did he marry?
ws2512,"og ,d ,slk O;fä gS ftldh jk; dk eSa lEeku djrk gwa",He'S a man whose opinion I respect
ws2513,",d pkSM+h lM+d",A wide road
ws2514,og O;kid :i ls eqLdqjk;k,He smiled widely
ws2515,og esjh iRuh gS,She is my wife
ws2516,eq>s taxyh tkuoj ds ckjs esa i<+uk ilan gS,I like to read about wild animal
ws2517,og eSp ugha thr ldrk,He cannot win the match
ws2518,og f[kM+dh ls ckgj fxj x;k,He fell out from the window
ws2519,"eSaus ,d i{kh dks mlds lqanj ia[kksa ds lkFk ns[kk",I saw a bird with his beautiful wings
ws2520,"og ,d ukscsy iqjLdkj fotsrk gS",He is a Nobel Prize winner
ws2521,cgqr dgus ls igys mlds ikl #dus dh cqf) FkhA,He had the wisdom to stop before he said too much.
ws2522,og n;kyq vkSj cqf)eku yxrh gS,She seems kind and wise
ws2523,"le>kSrs ds fy, la?k us viuh bPNk nksgjkbZ gS",The union has reiterated its wish for an agreement
ws2524,eSa mlds lkFk ugha jg ldrk,I cannot live with him
ws2525,bekjr ds Hkhrj vkx dk çlkj,The spread of fire within the building
ws2526,og mlds fcuk LohMu pyk x;k,He went to Sweden without her
ws2527,iqfyl gknls ds xokgksa ls vihy dj jgh gS,Police are appealing for witnesses to the accident
ws2528,;g vk'p;Z gS fd uqdlku cgqr vf/kd ugha gSa,It is a wonder that losses are not much greater
ws2529,mUgsa yxrk gS fd og vn~Hkqr gS,They all think she's wonderful
ws2530,ydM+h dks dkVuk cgqr dfBu gSA,The wood is so hard to cut.
ws2531,"mldk csVk mldh fpark dk ,d fujarj lzksr Fkk",Her son had been a constant source of worry to her
ws2532,goynkj xaHkhj :i ls ?kk;y gks x;k Fkk,The sergeant was seriously wounded
ws2533,?kk;y vax ds pkjksa vksj iêh yisVsa,Wrap the bandage around the injured limb
ws2534,og fpYyk D;ksa jgh gS,Why is she yelling
ws2535,eq>s vkids ?kqa?kjkys ihys cky ilan gSa,I like your curly yellow hair
ws2536,eSa muls dy feyk Fkk,I met him yesterday
ws2537,eSaus vHkh rd fdlh vkSj dks ugha crk;k gS,I haven't told anyone else yet
ws2538,nw/k dh mit [kjkc Fkh,The milk yield was poor
ws2539,xsgwa dh mit [kjkc Fkh,The wheat yield was poor
ws2540,",d ;qok yM+dk",A young boy
ws2541,rqEgkjk uke D;k gs\,What is your name?
ws2542,D;k ;g vkidh fpark gS\,Is that a concern of yours ?
ws2543,vki bls Lo;a djus tk jgs gSa,You'Re going to have to do it yourself
ws2544,"og viuh ;qokoLFkk esa ,d mRlqd f[kykM+h Fkk",He had been a keen sportsman in his youth
